"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /RightsWeb/myrights/rest/getNewCardBranch?cd=1769567982182 HTTP/1.1"" 200 332 27 ""https://abc.example.com//myrights/c"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/back_arrow_circle.svg HTTP/1.1"" 200 565 7 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/f_info.svg HTTP/1.1"" 200 557 7 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/favicon.ico HTTP/1.1"" 200 1348 48 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /utxHomeApp/redirectToHome HTTP/1.1"" 302 - 1 ""-"" ""-"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 35 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/icons/icon-144x144.png HTTP/1.1"" 200 10120 52 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /srs/assets/home_menu.svg HTTP/1.1"" 200 333 65 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /UtxSrsWfoService/rest/srsoozy/CountryFlag HTTP/1.1"" 200 91 106 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /srs/assets/profile_updated.svg HTTP/1.1"" 200 372 34 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /srs/assets/black_cross.svg HTTP/1.1"" 200 249 31 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /srs/assets/Calender_based_WFO_status2.jpg HTTP/1.1"" 200 236597 28 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:02 +0530] ""GET /login/css/Modified/bootstrap.css HTTP/1.1"" 200 36510 748 0 ""-"" ""SPS 12.5 0 0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-responsibilities_hover.png HTTP/1.1"" 200 950 18 ""https://abc.example.com//App/Infocard_Bank"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-reports.png HTTP/1.1"" 200 805 16 ""https://abc.example.com//App/Infocard_Bank"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-reports_hover.png HTTP/1.1"" 200 837 11 ""https://abc.example.com//App/Infocard_Bank"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /logout/js/ssopopup.js HTTP/1.1"" 200 80 36628"
"<182>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:02 +0530] ""GET /logout/css/ExitCurrent.css HTTP/1.1"" 200 80 1083"
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /RightsWeb/assets/images/spinner.gif HTTP/1.1"" 200 4589 8 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /GessHome/styles.css HTTP/1.1"" 200 47593 37 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /commondata/common/checkLwpStatus HTTP/1.1"" 200 87 148 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/common/appdetails.json HTTP/1.1"" 200 142 83 ""https://abc.example.com//competencydetails/1202"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/notification-icon.png HTTP/1.1"" 200 1249 49 ""https://abc.example.com//course/intermediate/57410/252756324"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /commondata/common/applinks HTTP/1.1"" 200 201 68 ""https://abc.example.com//course/intermediate/57410/252756324"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/assets/bg-cat-process.jpg HTTP/1.1"" 200 36524 58 ""https://abc.example.com//styles-2FYUGABX.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 39 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""POST /utxAuthService/rest/validate-login HTTP/1.1"" 200 33 8621 0"
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""POST /iwmsNew/rest/dateReq HTTP/1.1"" 200 497 25 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /351.bbf4613ca5559df0.js HTTP/1.1"" 200 291936 265 ""https://mydocuments.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /MYDOCS/BUSINESS/rest/getCompYear?country=India HTTP/1.1"" 200 51 503 ""https://mydocuments.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""POST /LWMApp/InitiateReview/rest/convAutoRefresh HTTP/1.1"" 200 28 11 ""https://abc.example.com//InitiateReview/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /CGMApp/COGSAppManageObligation/assets/images/calendar.png HTTP/1.1"" 200 1426 15 ""https://abc.example.com//COGSAppManageObligation/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 43 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/common/appdetails.json HTTP/1.1"" 200 142 48 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /supervisor/rest/supervisor/course/getTeamMemberLearningHistory?_teamMemberId=2588344 HTTP/1.1"" 200 27616 31 ""https://abc.example.com//course/admin/lnk/course/employeelearningformarkcompletion"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/extResources/js/widgets-jquery.js HTTP/1.1"" 200 33331 84 ""https://abc.example.com//course/intermediate/58736/252612372"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/assets/fonts/roboto-light-webfont.woff2 HTTP/1.1"" 200 19810 48 ""https://abc.example.com//styles-2FYUGABX.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /coursetx/learner/ContentType HTTP/1.1"" 200 637 53 ""https://abc.example.com//myLearnings/courses/inprogress"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/assets/bg-bottom-right.png HTTP/1.1"" 200 1278 41 ""https://abc.example.com//styles-2FYUGABX.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/assets/1@2x.png HTTP/1.1"" 200 7722 33 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /app/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2QydkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ae1e336adde2a8c06d12bd7206de369c3b73ccce/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2Q1dOeWIzQkpJaEV5TnpoNE1qYzRLekV4S3pNR093WlVPaE55WlhOcGVtVmZkRzlmWm1sc2JGc0hhU1ZwSlE9PSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--edf8fa95f71a3074f8dda9115ef54221e1ec2810/7b09654c59afd349b3eb.jpg HTTP/1.1"" 200 605 42 ""https://www.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:02 +0530] ""POST /apps/rest/isDeviceAuthorize HTTP/1.1"" 200 47 ""-"" ""Java/1.8.0_462"" -- 0 @ 37012 --"
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/common/appdetails.json HTTP/1.1"" 200 142 76 ""https://abc.example.com//coursedetails/74729"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /competency/learner/getSDCendorserFlag HTTP/1.1"" 200 92 58 ""https://abc.example.com//myLearnings/courses/inprogress"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /homepagetx/learner/viewQuarterlyTracker HTTP/1.1"" 200 177 66 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/common/appdetails.json HTTP/1.1"" 200 142 50 ""https://abc.example.com//coursedetails/35483"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /ievolve/styles-2FYUGABX.css HTTP/1.1"" 200 23826 66 ""https://abc.example.com//course/intermediate/58736/252612372"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /coursetx/learner/launchCourse HTTP/1.1"" 200 613 155 ""https://abc.example.com//coursedetails/2735"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /coursemr/learner/course/similar_courses/2735 HTTP/1.1"" 200 91 65 ""https://abc.example.com//coursedetails/2735"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""POST /timesheet/ServiceGateway/service HTTP/1.1"" 200 13944 166 ""https://abc.example.com//Login/goBackToTSApproval?menuID=2"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /companyWidgets/img/newWidgetIcons/iconPlus1.gif HTTP/1.1"" 200 299424 13 ""https://timesheet.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /companyWidgets/img/newWidgetIcons/ghd-icon2.png HTTP/1.1"" 200 671 7 ""https://timesheet.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /companyWidgets/css/helper.css HTTP/1.1"" 200 5994 9 ""https://timesheet.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /pAccounting/c2r/assets/blank.gif HTTP/1.1"" 200 42 6 ""https://abc.example.com//c2r/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /utxLogin/login?TYPE=33554432&REALMOID=06-9ed1ab3e-4343-420c-b058-68beeef4c9ff&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-hH4s%2bx89e0zLyyJB26KwxN5y7fGJNanRUhav0qPo%2f9tiGbWXhsZrLgoPW%2fGInc1a&TARGET=-SM-https%3a%2f%2fwww%2ecompany%2enet%2f HTTP/1.1"" 200 5375 10 ""https://www.google.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/javascripts/ThemeMiniBlack/theme.js HTTP/1.1"" 200 245 19 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/images/logo_seprater.png HTTP/1.1"" 200 101 13 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/images/profileicon.png HTTP/1.1"" 200 1603 12 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/javascripts/sessionTimer.js HTTP/1.1"" 200 2859 16 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/images/btn-left.jpg HTTP/1.1"" 200 413 13 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/javascripts/html2canvas.min.js HTTP/1.1"" 200 41357 24 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /gps/images/btn-right.jpg HTTP/1.1"" 200 430 8 ""https://abc.example.com//pages/misServicesReportHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<182>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:02 +0530] ""GET /logout/css/ExitCurrent.css HTTP/1.1"" 200 80 1083"
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /srs/rest/getScript HTTP/1.1"" 200 149 25 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:02 +0530] ""GET /srs/assets/home_menu.svg HTTP/1.1"" 200 333 23 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
